id,institucion,sigla,plataforma,sector,region,cargo,fecha_publicacion,fecha_scraped,url_oferta,url_bases,url_oferta_valida,url_bases_valida
25060,Tribunal Constitucional,TC,Sitio propio,Judicial,Metropolitana de Santiago,Oficial Segundo,2026-03-18,2026-06-18T06:23:05.384560Z,https://www1.tribunalconstitucional.cl/pasantias-y-concurso/1217oficial-segundo/,https://www1.tribunalconstitucional.cl/pasantias-y-concurso/1217oficial-segundo/,,
25059,Tribunal Constitucional,TC,Sitio propio,Judicial,Metropolitana de Santiago,Relator,2026-03-18,2026-06-18T06:23:04.642481Z,https://www1.tribunalconstitucional.cl/pasantias-y-concurso/0618relator/,https://www1.tribunalconstitucional.cl/pasantias-y-concurso/0618relator/,,
25058,Tribunal Constitucional,TC,Sitio propio,Judicial,Metropolitana de Santiago,Oficial Segundo,2026-03-18,2026-06-18T06:23:03.901672Z,https://www1.tribunalconstitucional.cl/pasantias-y-concurso/0719oficial-segundo/,https://www1.tribunalconstitucional.cl/pasantias-y-concurso/0719oficial-segundo/,,
25057,Tribunal Constitucional,TC,Sitio propio,Judicial,Metropolitana de Santiago,Relator,2026-03-18,2026-06-18T06:23:03.159099Z,https://www1.tribunalconstitucional.cl/pasantias-y-concurso/1019relator/,https://www1.tribunalconstitucional.cl/pasantias-y-concurso/1019relator/,,
25056,Tribunal Constitucional,TC,Sitio propio,Judicial,Metropolitana de Santiago,Director de Administración y Finanzas,2026-03-18,2026-06-18T06:23:02.418868Z,https://www1.tribunalconstitucional.cl/pasantias-y-concurso/0321director-de-administracion-y-finanzas/,https://www1.tribunalconstitucional.cl/pasantias-y-concurso/0321director-de-administracion-y-finanzas/,,
25055,Tribunal Constitucional,TC,Sitio propio,Judicial,Metropolitana de Santiago,Relator,2026-03-18,2026-06-18T06:23:01.676603Z,https://www1.tribunalconstitucional.cl/pasantias-y-concurso/0624relator/,https://www1.tribunalconstitucional.cl/pasantias-y-concurso/0624relator/,,
25054,Tribunal Constitucional,TC,Sitio propio,Judicial,Metropolitana de Santiago,Secretario(a) Abogado(a) del Tribunal Constitucional,2026-04-10,2026-06-18T06:23:00.935998Z,https://www1.tribunalconstitucional.cl/pasantias-y-concurso/secretarioa-abogadoa/,https://www1.tribunalconstitucional.cl/pasantias-y-concurso/secretarioa-abogadoa/,,
25053,Tribunal Constitucional,TC,Sitio propio,Judicial,Metropolitana de Santiago,Bases del primer torneo universitario de debate,2026-04-23,2026-06-18T06:23:00.193016Z,https://www1.tribunalconstitucional.cl/pasantias-y-concurso/bases-del-primer-torneo-universitario-de-debate/,https://www1.tribunalconstitucional.cl/pasantias-y-concurso/bases-del-primer-torneo-universitario-de-debate/,,
24755,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Los Ríos,"Base de Datos Reemplazo Educadora/or de Párvulos, Mariquina/Lanco/Panguipulli, Región de Los Ríos",2026-06-17,2026-06-18T00:20:57.316420Z,https://login.airavirtual.com/postula/rl7z27D0ZZj6ZUwgGMpx,https://login.airavirtual.com/postula/rl7z27D0ZZj6ZUwgGMpx,,
24754,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Atacama,"Base de Datos Reemplazos Asistente Administrativa/o, comuna Copiapó, Región de Atacama",2026-06-17,2026-06-18T00:20:56.605100Z,https://login.airavirtual.com/postula/wwarJCC42cMIF72kpZoO,https://login.airavirtual.com/postula/wwarJCC42cMIF72kpZoO,,
24753,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Atacama,"Base de datos reemplazos, Auxiliar de Servicios, Comuna de Copiapó, Región de Atacama",2026-06-17,2026-06-18T00:20:55.894009Z,https://login.airavirtual.com/postula/dGzcSDCjEdKbhVQwuBn6,https://login.airavirtual.com/postula/dGzcSDCjEdKbhVQwuBn6,,
24752,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Atacama,"Reemplazo Asistente Administrativa/o, JI Remanso, Localidad de El Salvador, Dirección Regional de Atacama",2026-06-17,2026-06-18T00:20:55.179915Z,https://login.airavirtual.com/postula/xnKFdQyoqpnfogw3vfnb,https://login.airavirtual.com/postula/xnKFdQyoqpnfogw3vfnb,,
24751,ENAER (Empresa Nacional de Aeronáutica),ENAER,Sitio propio,FF.AA. y Orden,Metropolitana de Santiago,Ingeniero de Proyectos,2026-06-19,2026-06-18T00:20:06.688406Z,https://www.enaer.cl/pdf/btrabajo/AVISO%20CONCURSO%20ABIERTO%20INGENIERO%20DE%20PROYECTOS-1.pdf,https://www.enaer.cl/pdf/btrabajo/AVISO%20CONCURSO%20ABIERTO%20INGENIERO%20DE%20PROYECTOS-1.pdf,,
24475,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Ñuble,"Reemplazo, Técnica/o Informática/a, Dirección Regional Ñuble",2026-06-17,2026-06-17T18:21:01.668057Z,https://login.airavirtual.com/postula/e77QQw8EDAmNcfg3bjrI,https://login.airavirtual.com/postula/e77QQw8EDAmNcfg3bjrI,,
24474,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Valparaíso,"Concurso Mixto, Directora, Reemplazo, JI Estrella Solitaria, Comuna de La Calera, Región de Valparaíso",2026-06-18,2026-06-17T18:20:08.611965Z,https://login.airavirtual.com/postula/A2WYY6jDlKmllolCx87k,https://login.airavirtual.com/postula/A2WYY6jDlKmllolCx87k,,
24473,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Los Ríos,"Base de datos Reemplazo Auxiliar de Servicios, Valdivia, Región de los Ríos",2026-06-17,2026-06-17T18:20:07.880689Z,https://login.airavirtual.com/postula/W986SZEka8zmjrMoTSx7,https://login.airavirtual.com/postula/W986SZEka8zmjrMoTSx7,,
24472,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Los Ríos,"Base de Datos Reemplazo Educadora/or de Párvulos, Valdivia, Región de Los Ríos",2026-06-17,2026-06-17T18:20:07.155010Z,https://login.airavirtual.com/postula/dzU7GUOkVg0RSduO61hX,https://login.airavirtual.com/postula/dzU7GUOkVg0RSduO61hX,,
24471,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Valparaíso,"Educador/a de Párvulos, Reemplazo, JI Ayün, Comuna de La Calera, Región de Valparaíso",2026-06-17,2026-06-17T18:20:06.428290Z,https://login.airavirtual.com/postula/BZHlgFD9RuO4UoIa4J9n,https://login.airavirtual.com/postula/BZHlgFD9RuO4UoIa4J9n,,
24470,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Atacama,"Base de Datos Reemplazos Asistente de Tardes de Juego en mi Jardín, comuna Copiapó, Región de Atacama",2026-06-17,2026-06-17T18:20:05.702377Z,https://login.airavirtual.com/postula/bBmDPOhwIwYWt1Fr35kQ,https://login.airavirtual.com/postula/bBmDPOhwIwYWt1Fr35kQ,,
23570,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Metropolitana de Santiago,"Práctica Profesional Educadora de Párvulos, JI Región Metropolitana Suroriente",2026-06-16,2026-06-17T00:20:35.747114Z,https://login.airavirtual.com/postula/AiwgUUs0MopbrkGl0CJe,https://login.airavirtual.com/postula/AiwgUUs0MopbrkGl0CJe,,
23569,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Metropolitana de Santiago,"Práctica Final Técnico en Párvulos, Región Metropolitana Sur Oriente.",2026-06-16,2026-06-17T00:20:35.020339Z,https://login.airavirtual.com/postula/UCPY85OM5xxxzd0ct5XT,https://login.airavirtual.com/postula/UCPY85OM5xxxzd0ct5XT,,
22430,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Metropolitana de Santiago,"Reemplazo Asistente en Párvulos, JI Madre Teresa de Calcuta , La Pintana, RMSO",2026-06-15,2026-06-16T00:22:14.987790Z,https://login.airavirtual.com/postula/dzPvJc0XHGjqGXu85rkE,https://login.airavirtual.com/postula/dzPvJc0XHGjqGXu85rkE,,
22429,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Metropolitana de Santiago,"Reemplazo Educadora/or de Párvulos Jornada Habitual, JI Madre Teresa de Calcuta, La Pintana RMSO.",2026-06-15,2026-06-16T00:22:14.276710Z,https://login.airavirtual.com/postula/iC9dP7Tqb4ZOGFJDh0ZW,https://login.airavirtual.com/postula/iC9dP7Tqb4ZOGFJDh0ZW,,
22427,FAMAE — Fábricas y Maestranzas del Ejército,FAMAE,Sitio propio,FF.AA. y Orden,Metropolitana de Santiago,Analista Control de Gestión - Talagante,2026-06-19,2026-06-16T00:19:33.026473Z,http://www.famae.cl/analista-control-de-gestion-talagante/,http://www.famae.cl/analista-control-de-gestion-talagante/,,
22424,FAMAE — Fábricas y Maestranzas del Ejército,FAMAE,Sitio propio,FF.AA. y Orden,Metropolitana de Santiago,Analista de Plan Maestro - Talagante,2026-06-19,2026-06-16T00:19:30.886990Z,http://www.famae.cl/analista-de-plan-maestro-talagante/,http://www.famae.cl/analista-de-plan-maestro-talagante/,,
22148,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Metropolitana de Santiago,"Reemplazo Auxiliar de Servicios, JI Sueño de Colores, La Florida, RMSO",2026-06-15,2026-06-15T18:23:48.585585Z,https://login.airavirtual.com/postula/Uh33keIsdHXTpdcJm7nN,https://login.airavirtual.com/postula/Uh33keIsdHXTpdcJm7nN,,
22147,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,O'Higgins,"Reemplazo Asistente TJMJ, JI Los Retoños, Comuna Las Cabras, Dirección Regional Ohiggins",2026-06-15,2026-06-15T18:23:47.872953Z,https://login.airavirtual.com/postula/6UxkxhDowmpTyVaAZVh5,https://login.airavirtual.com/postula/6UxkxhDowmpTyVaAZVh5,,
22146,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Los Ríos,"Base de Datos Regional Reemplazo, Asistente Administrativa, Los Ríos",2026-06-15,2026-06-15T18:23:46.451171Z,https://login.airavirtual.com/postula/vt3AFjDsbeC6rwbFIume,https://login.airavirtual.com/postula/vt3AFjDsbeC6rwbFIume,,
22145,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Metropolitana de Santiago,"Reemplazo Asistente TJMJ, JI Santa Julia, Macul_RMSO",2026-06-16,2026-06-15T18:23:45.740509Z,https://login.airavirtual.com/postula/OnQW83LKTzzoMSZeTXIG,https://login.airavirtual.com/postula/OnQW83LKTzzoMSZeTXIG,,
22144,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Valparaíso,"Proyecto Asistente de Párvulos Integral, JI POKI TANE, Comuna de Quilpué, Región de Valparaíso",2026-06-15,2026-06-15T18:23:45.027303Z,https://login.airavirtual.com/postula/ZweetBjdmMj1fHUjw6C2,https://login.airavirtual.com/postula/ZweetBjdmMj1fHUjw6C2,,
19474,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Valparaíso,"Practica Laboral Técnico Jurídico, Oficina Regional Viña Del Mar",2026-06-12,2026-06-13T00:20:54.893579Z,https://login.airavirtual.com/postula/UMXdaNzvXBFvOMhlS8tz,https://login.airavirtual.com/postula/UMXdaNzvXBFvOMhlS8tz,,
19473,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Valparaíso,"Reemplazo Analista, Depto. Servicio a las Personas, Dirección Regional de Valparaíso",2026-06-12,2026-06-13T00:20:54.182812Z,https://login.airavirtual.com/postula/QEXCaubqsrejEKmejDuM,https://login.airavirtual.com/postula/QEXCaubqsrejEKmejDuM,,
19472,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Los Lagos,"Base de Datos Directora, Puerto Montt, Los Lagos",2026-06-12,2026-06-13T00:19:36.634185Z,https://login.airavirtual.com/postula/NzCCSD5xxUfZmBn2O9Ee,https://login.airavirtual.com/postula/NzCCSD5xxUfZmBn2O9Ee,,
19470,CODELCO — Corporación Nacional del Cobre,CODELCO,Sitio propio,Empresa del Estado,Antofagasta,Tecnólogo/a Médico/a Laboratorio y Banco de Sangre - Gerencia Hospital del Cobre,2026-06-12,2026-06-13T00:18:13.238451Z,https://empleos.codelco.cl/job/Posada-Lilen-Tecn%C3%B3logoa-M%C3%A9dicoa-Laboratorio-y-Banco-de-Sangre-Gerencia-Hospital-del-Cobre-2da_-1390000/1399556500/,https://empleos.codelco.cl/job/Posada-Lilen-Tecn%C3%B3logoa-M%C3%A9dicoa-Laboratorio-y-Banco-de-Sangre-Gerencia-Hospital-del-Cobre-2da_-1390000/1399556500/,,
19469,CODELCO — Corporación Nacional del Cobre,CODELCO,Sitio propio,Empresa del Estado,Antofagasta,Kinesiólogo/a - Gerencia Hospital del Cobre,2026-06-12,2026-06-13T00:18:12.525407Z,https://empleos.codelco.cl/job/Posada-Lilen-Kinesi%C3%B3logoa-Gerencia-Hospital-del-Cobre-2da_-1390000/1399556700/,https://empleos.codelco.cl/job/Posada-Lilen-Kinesi%C3%B3logoa-Gerencia-Hospital-del-Cobre-2da_-1390000/1399556700/,,
19224,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Metropolitana de Santiago,Técnico en Párvulos. Sala Cuna Recinto Penitenciario. Rayitos de Sol. San Joaquín. Reemplazo. Invierno 2026,2026-06-14,2026-06-12T18:25:00.147042Z,https://login.airavirtual.com/postula/tbVw0oqKtcj3MDFpxhkN,https://login.airavirtual.com/postula/tbVw0oqKtcj3MDFpxhkN,,
19223,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Metropolitana de Santiago,"Base datos reemplazos Educadora párvulos, jardines Renca, RMNP.",2026-06-15,2026-06-12T18:23:44.088295Z,https://login.airavirtual.com/postula/bsTlfDbrZHTjGoxQ8K1o,https://login.airavirtual.com/postula/bsTlfDbrZHTjGoxQ8K1o,,
19222,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Metropolitana de Santiago,"Reemplazo de un día, Auxiliar de Servicios, Semillitas de Esperanza, comuna La Pintana, RMSO",2026-06-12,2026-06-12T18:23:43.377933Z,https://login.airavirtual.com/postula/k1OHGMYLRXX4R5KLSyLG,https://login.airavirtual.com/postula/k1OHGMYLRXX4R5KLSyLG,,
19221,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Valparaíso,"Base de datos Educadora de párvulos, Reemplazo, JI Sol de Mediodía, Comuna de Los Andes, Región de Valparaíso",2026-06-12,2026-06-12T18:23:42.667237Z,https://login.airavirtual.com/postula/oGOnMC8L3M7El3gbbZG2,https://login.airavirtual.com/postula/oGOnMC8L3M7El3gbbZG2,,
18630,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Biobío,"Auxiliar de Servicios para Reemplazo en Oficina Regional, Concepción, región del Bio Bio",2026-06-01,2026-06-12T06:23:40.115839Z,https://login.airavirtual.com/postula/RJfEstWHeyHzX8TARQ1g,https://login.airavirtual.com/postula/RJfEstWHeyHzX8TARQ1g,,
18629,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Metropolitana de Santiago,"Concurso Interno. Reemplazo Profesional de Apoyo. Departamento Administración y Finanzas, Dirección Regional Metropolitana RMSO",2026-06-12,2026-06-12T06:23:39.420075Z,https://login.airavirtual.com/postula/Mt7yrnefmExFjBwnZd1q,https://login.airavirtual.com/postula/Mt7yrnefmExFjBwnZd1q,,
18628,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Ñuble,"Concurso Interno, Técnica/o Informática/a, Dirección Regional Ñuble",2026-06-12,2026-06-12T06:23:38.723559Z,https://login.airavirtual.com/postula/4n7rM3ld52iGhRDEPTtx,https://login.airavirtual.com/postula/4n7rM3ld52iGhRDEPTtx,,
18627,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Tarapacá,"Concurso Interno. Reemplazo Analista, Departamento de Cobertura y Asistencia. Oficina Regional Tarapaca.",2026-06-12,2026-06-12T06:23:38.025656Z,https://login.airavirtual.com/postula/ekaFStQZlocSedzChYed,https://login.airavirtual.com/postula/ekaFStQZlocSedzChYed,,
18626,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Maule,"Reemplazos Director/a de Jardín Infantil, Comunas de la Región del Maule.",2026-03-18,2026-06-12T06:23:37.329901Z,https://login.airavirtual.com/postula/ndX6naLBi8t09wjyxrQP,https://login.airavirtual.com/postula/ndX6naLBi8t09wjyxrQP,,
18625,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Tarapacá,"Base de datos Reemplazos Asistente Administrativa/o. Región de Tarapacá, Dirección Regional de Integra.",2026-03-25,2026-06-12T06:23:36.634273Z,https://login.airavirtual.com/postula/1RynqorKyIA0tidnrIQB,https://login.airavirtual.com/postula/1RynqorKyIA0tidnrIQB,,
18624,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Tarapacá,"Base de Datos, Reemplazo de Asistente de Párvulos, Región de Tarapacá. Dirección Regional de Integra.",2026-03-25,2026-06-12T06:23:35.933552Z,https://login.airavirtual.com/postula/rGSTvfKVxu4W10VXpm39,https://login.airavirtual.com/postula/rGSTvfKVxu4W10VXpm39,,
18623,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Tarapacá,"Base de datos para Jardines Infantiles. Auxiliar de servicios, Región de Tarapacá. Dirección regional de Integra.",2026-03-25,2026-06-12T06:23:35.237310Z,https://login.airavirtual.com/postula/1DZ6PYuEzeEFlkiokSrM,https://login.airavirtual.com/postula/1DZ6PYuEzeEFlkiokSrM,,
18622,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Tarapacá,"Base de datos Reemplazos Educadora de Párvulos. Región de Tarapacá, Dirección Regional de Integra.",2026-03-25,2026-06-12T06:23:34.541147Z,https://login.airavirtual.com/postula/i72qskxvr0q9KCwRHC9T,https://login.airavirtual.com/postula/i72qskxvr0q9KCwRHC9T,,
18621,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Valparaíso,"Base de datos Asistente de párvulos, Reemplazo, JI Rinconcito, Comuna Rinconada, Los Andes, Región de Valparaíso",2026-03-31,2026-06-12T06:23:33.844898Z,https://login.airavirtual.com/postula/pIzERI079QisxJCohiad,https://login.airavirtual.com/postula/pIzERI079QisxJCohiad,,
18620,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Atacama,"Base de Datos Reemplazos Asistente Administrativa/o, Localidad El Salvador, Región de Atacama",2026-04-02,2026-06-12T06:23:33.148896Z,https://login.airavirtual.com/postula/Tcd7hTDG80urPhGPpjgI,https://login.airavirtual.com/postula/Tcd7hTDG80urPhGPpjgI,,
18619,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Los Ríos,"Base de datos Asistente de Tarde de Juegos en Mi Jardín, Paillaco, Región de Los Ríos",2026-04-02,2026-06-12T06:23:32.452343Z,https://login.airavirtual.com/postula/yvpbe2i4RwDf8aSSszEH,https://login.airavirtual.com/postula/yvpbe2i4RwDf8aSSszEH,,
18618,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Atacama,"Base de Datos Reemplazos Asistente de Párvulos, comuna Copiapó, Región de Atacama",2026-04-08,2026-06-12T06:23:31.755532Z,https://login.airavirtual.com/postula/NmiadEMobjjR91q6CaU5,https://login.airavirtual.com/postula/NmiadEMobjjR91q6CaU5,,
18617,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Atacama,"Base de Datos Reemplazos Educadora/or de Párvulos, comuna Copiapó, Región de Atacama",2026-04-08,2026-06-12T06:23:31.058414Z,https://login.airavirtual.com/postula/3sbzwcRUJEarZyuNIwZi,https://login.airavirtual.com/postula/3sbzwcRUJEarZyuNIwZi,,
18616,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Metropolitana de Santiago,"Base de Datos, Reemplazo Educadora de Párvulos, comuna de Recoleta, RMNP.",2026-04-10,2026-06-12T06:23:30.362720Z,https://login.airavirtual.com/postula/EOOLWGEx7CKf7tRCQnKK,https://login.airavirtual.com/postula/EOOLWGEx7CKf7tRCQnKK,,
18615,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Metropolitana de Santiago,"Reemplazo Educadora/or de Párvulos, JI Runa Kay, Lampa Batuco, RMNP",2026-04-14,2026-06-12T06:23:29.667061Z,https://login.airavirtual.com/postula/aYQfKiGU1Q6a5XUxDamZ,https://login.airavirtual.com/postula/aYQfKiGU1Q6a5XUxDamZ,,
18614,Fundación Integra,INTEGRA,Sitio propio,Ejecutivo Central,Metropolitana de Santiago,"Reemplazo Educadora/or de Párvulos, JI Tiramisú, Lampa, RMNP",2026-04-14,2026-06-12T06:23:28.969105Z,https://login.airavirtual.com/postula/NsGo8UrPpqt4Jx3g2u8n,https://login.airavirtual.com/postula/NsGo8UrPpqt4Jx3g2u8n,,
